Loan_ID,Customer_ID,Loan_Amount,Interest_Rate,Loan_Term (in months),Credit_Score,Employement_type,Loan_Status,Activity,date,EMI,Category
9427654,13862,602665,0.06,336,532,Self-Employed,Rejected,Closed,14-10-2024,3615990,Poor
47561640,47008,438741,0.09,205,590,Self-Employed,Approved,Closed,07-12-2024,3948669,Fair
93567017,60265,474596,0.01,235,471,Self-Employed,Defaulted,Closed,08-08-2024,474596,Poor
60589756,52992,191000,0.03,164,481,Self-Employed,Rejected,Closed,22-02-2025,573000,Poor
65076349,77149,926793,0.08,32,446,Salaried,Rejected,Active,27-10-2024,7414344,Poor
38572904,71634,771787,0.05,122,486,Salaried,Approved,Active,29-01-2025,3858935,Poor
59146029,49089,184869,0.02,35,309,Salaried,Approved,Closed,01-07-2024,369738,Poor
33230990,17686,832440,0.08,26,578,Salaried,Rejected,Active,04-07-2024,6659520,Poor
66356988,20444,973296,0.08,318,603,Salaried,Defaulted,Closed,15-09-2024,7786368,Fair
86891297,16908,626796,0.02,120,505,Self-Employed,Rejected,Active,28-04-2024,1253592,Poor
57108595,85860,120095,0.04,225,432,Salaried,Defaulted,Closed,21-04-2024,480380,Poor
65877114,58105,471538,0.07,37,814,Salaried,Approved,Active,09-03-2025,3300766,Excellent
33748831,50827,110881,0.08,257,332,Self-Employed,Rejected,Active,06-03-2025,887048,Poor
50081834,26032,901653,0.05,282,624,Self-Employed,Defaulted,Active,07-01-2025,4508265,Fair
21797985,17186,142319,0.06,66,672,Self-Employed,Approved,Closed,02-09-2024,853914,Average
45074535,19170,61496,0.05,335,760,Self-Employed,Rejected,Active,19-08-2024,307480,Good
33463628,21815,732808,0.01,272,662,Salaried,Approved,Active,23-04-2024,732808,Fair
52779489,32608,475556,0.08,56,658,Salaried,Rejected,Active,23-08-2024,3804448,Fair
72905290,67361,29027,0.03,163,802,Self-Employed,Rejected,Closed,10-06-2024,87081,Excellent
73404701,20281,476253,0.04,189,717,Self-Employed,Approved,Closed,07-08-2024,1905012,Average
19452205,38734,232756,0.09,88,795,Self-Employed,Approved,Active,28-12-2024,2094804,Good
28848586,78372,148193,0.06,238,682,Salaried,Defaulted,Closed,19-02-2025,889158,Average
26772053,19699,630142,0.02,79,307,Self-Employed,Approved,Active,27-08-2024,1260284,Poor
10000660,74874,424834,0.04,277,713,Salaried,Defaulted,Active,25-01-2025,1699336,Average
33874234,39870,77939,0.03,99,476,Self-Employed,Defaulted,Closed,05-05-2024,233817,Poor
91443731,47801,825073,0.08,232,588,Salaried,Rejected,Closed,10-06-2024,6600584,Fair
76684695,80301,192608,0.03,182,436,Salaried,Approved,Active,27-04-2024,577824,Poor
33906746,68264,28244,0.07,67,550,Salaried,Approved,Active,22-02-2025,197708,Poor
57706346,81091,286540,0.05,139,357,Salaried,Defaulted,Active,08-03-2025,1432700,Poor
74804965,36717,374955,0.02,302,367,Self-Employed,Defaulted,Active,13-06-2024,749910,Poor
49470457,66617,716601,0.03,83,718,Self-Employed,Rejected,Closed,28-07-2024,2149803,Average
22934898,24310,373074,0.06,218,707,Salaried,Approved,Active,19-06-2024,2238444,Average
36108221,63831,559983,0.03,29,459,Salaried,Approved,Active,03-02-2025,1679949,Poor
63561632,80140,29628,0.05,48,752,Self-Employed,Defaulted,Closed,20-11-2024,148140,Good
12800257,81974,578193,0.05,223,777,Salaried,Approved,Closed,19-12-2024,2890965,Good
4786518,79705,137207,0.04,344,630,Salaried,Approved,Closed,25-06-2024,548828,Fair
54535177,31522,366597,0.03,304,768,Self-Employed,Rejected,Active,23-12-2024,1099791,Good
87815246,22053,470393,0.06,266,584,Salaried,Defaulted,Closed,03-01-2025,2822358,Fair
99748332,54706,615265,0.04,285,464,Self-Employed,Approved,Active,27-01-2025,2461060,Poor
4403524,16288,187839,0.05,16,647,Salaried,Defaulted,Closed,25-12-2024,939195,Fair
40027715,83638,118683,0.08,41,812,Self-Employed,Approved,Active,22-07-2024,949464,Excellent
95651117,36552,134161,0.04,173,809,Self-Employed,Approved,Closed,29-12-2024,536644,Excellent
64461806,36508,953532,0.06,247,355,Self-Employed,Defaulted,Active,10-07-2024,5721192,Poor
15203793,40917,79336,0.03,88,534,Self-Employed,Defaulted,Closed,25-05-2024,238008,Poor
95893983,53241,565257,0.08,333,497,Self-Employed,Defaulted,Active,08-04-2024,4522056,Poor
12412632,39025,534940,0.08,162,310,Salaried,Rejected,Closed,01-08-2024,4279520,Poor
20004542,79534,636545,0.05,49,389,Salaried,Defaulted,Active,31-07-2024,3182725,Poor
73071249,37477,769256,0.09,170,509,Self-Employed,Defaulted,Active,21-05-2024,6923304,Poor
56450647,31698,151705,0.05,173,495,Salaried,Approved,Closed,08-04-2024,758525,Poor
34166406,69568,171716,0.06,353,384,Self-Employed,Rejected,Closed,11-06-2024,1030296,Poor
30744521,61449,925366,0.06,66,831,Salaried,Defaulted,Active,09-06-2024,5552196,Excellent
61310902,46204,217065,0.08,34,442,Self-Employed,Defaulted,Closed,15-12-2024,1736520,Poor
36679468,78018,416059,0.07,310,408,Salaried,Rejected,Active,18-07-2024,2912413,Poor
28510132,61769,747332,0.02,335,438,Self-Employed,Approved,Active,13-10-2024,1494664,Poor
17042147,63902,746202,0.02,302,418,Salaried,Defaulted,Active,09-08-2024,1492404,Poor
21420782,36508,991921,0.04,45,326,Self-Employed,Defaulted,Active,10-05-2024,3967684,Poor
75229075,10931,264040,0.09,351,742,Salaried,Approved,Closed,21-10-2024,2376360,Good
97692020,13405,419520,0.07,292,691,Self-Employed,Approved,Active,14-11-2024,2936640,Average
19573194,85064,491872,0.06,312,508,Salaried,Defaulted,Closed,26-06-2024,2951232,Poor
84676165,56285,136857,0.07,121,441,Self-Employed,Defaulted,Active,16-02-2025,957999,Poor
26496184,20954,398926,0.01,324,800,Salaried,Defaulted,Closed,05-11-2024,398926,Excellent
67798930,51023,410857,0.08,253,707,Salaried,Approved,Closed,29-07-2024,3286856,Average
21152312,24940,381449,0.04,333,549,Self-Employed,Defaulted,Active,01-01-2025,1525796,Poor
79610448,32463,675907,0.04,274,733,Self-Employed,Rejected,Closed,21-11-2024,2703628,Average
4702176,15862,720230,0.05,13,514,Self-Employed,Rejected,Closed,03-08-2024,3601150,Poor
78605469,48150,68648,0.04,59,540,Salaried,Defaulted,Active,23-12-2024,274592,Poor
5530943,17269,544647,0.01,172,700,Self-Employed,Rejected,Active,15-01-2025,544647,Average
68297738,12361,314386,0.07,120,610,Salaried,Rejected,Closed,17-05-2024,2200702,Fair
90201135,58523,586377,0.05,279,610,Self-Employed,Defaulted,Active,12-04-2024,2931885,Fair
85644033,54629,360067,0.09,129,782,Salaried,Approved,Active,12-11-2024,3240603,Good
50540268,18145,872567,0.07,39,321,Salaried,Rejected,Closed,29-12-2024,6107969,Poor
6623149,62371,181601,0.03,330,481,Self-Employed,Rejected,Closed,27-08-2024,544803,Poor
84698220,42982,521944,0.03,12,836,Self-Employed,Defaulted,Closed,29-11-2024,1565832,Excellent
14275700,73251,935370,0.05,15,766,Salaried,Rejected,Active,30-04-2024,4676850,Good
51172509,42304,78253,0.09,76,585,Salaried,Approved,Closed,25-04-2024,704277,Fair
40435402,13403,806769,0.05,304,676,Self-Employed,Defaulted,Active,10-04-2024,4033845,Average
35082263,77981,513346,0.05,87,470,Salaried,Rejected,Active,13-08-2024,2566730,Poor
56060518,61122,476879,0.03,293,403,Salaried,Rejected,Closed,01-03-2025,1430637,Poor
40953997,26885,205336,0.09,301,778,Salaried,Defaulted,Closed,13-06-2024,1848024,Good
3355057,32862,92193,0.03,133,832,Self-Employed,Rejected,Active,24-04-2024,276579,Excellent
59178140,81636,823408,0.01,21,437,Self-Employed,Rejected,Active,30-10-2024,823408,Poor
93073334,41790,99270,0.05,323,330,Self-Employed,Approved,Closed,14-08-2024,496350,Poor
97408975,30840,791789,0.06,261,777,Self-Employed,Defaulted,Active,06-09-2024,4750734,Good
61244369,57632,559349,0.02,221,497,Salaried,Approved,Closed,13-06-2024,1118698,Poor
58949712,74936,778284,0.09,118,461,Salaried,Defaulted,Active,12-09-2024,7004556,Poor
70795521,25590,349189,0.05,282,680,Salaried,Approved,Active,07-08-2024,1745945,Average
32951039,76349,959042,0.04,176,464,Salaried,Approved,Active,05-07-2024,3836168,Poor
36768772,25501,267751,0.05,155,613,Salaried,Approved,Active,27-09-2024,1338755,Fair
69821864,81858,146302,0.09,334,807,Self-Employed,Rejected,Closed,02-07-2024,1316718,Excellent
25788475,18392,608756,0.05,230,450,Salaried,Defaulted,Active,12-11-2024,3043780,Poor
28117180,12825,158202,0.08,267,724,Self-Employed,Approved,Active,05-01-2025,1265616,Average
86094210,28560,279213,0.05,94,484,Salaried,Approved,Active,03-03-2025,1396065,Poor
85572618,43465,667071,0.05,284,679,Self-Employed,Rejected,Active,28-11-2024,3335355,Average
93454864,41075,965586,0.02,271,621,Self-Employed,Defaulted,Closed,13-04-2024,1931172,Fair
27210558,22933,890269,0.03,160,494,Salaried,Approved,Closed,20-05-2024,2670807,Poor
48915596,84883,663030,0.02,114,378,Self-Employed,Defaulted,Active,30-05-2024,1326060,Poor
42897158,35577,433415,0.07,244,462,Salaried,Defaulted,Active,15-09-2024,3033905,Poor
50921353,61146,33763,0.06,146,658,Self-Employed,Approved,Closed,24-02-2025,202578,Fair
18861471,77789,553298,0.03,321,740,Self-Employed,Rejected,Active,20-12-2024,1659894,Good
26451509,89065,379933,0.05,285,752,Salaried,Approved,Active,26-10-2024,1899665,Good
68215854,14326,349517,0.09,103,550,Self-Employed,Rejected,Closed,09-05-2024,3145653,Poor
80836220,71987,931561,0.07,27,599,Salaried,Defaulted,Active,10-10-2024,6520927,Fair
91824873,51285,923952,0.04,345,808,Self-Employed,Approved,Closed,18-05-2024,3695808,Excellent
70888048,81979,420440,0.07,197,319,Salaried,Defaulted,Closed,16-07-2024,2943080,Poor
7702411,68089,82110,0.09,276,552,Salaried,Approved,Active,18-10-2024,738990,Poor
30894852,40464,518321,0.05,93,533,Self-Employed,Approved,Active,15-12-2024,2591605,Poor
50408798,40218,946601,0.09,163,309,Salaried,Approved,Active,20-03-2025,8519409,Poor
43006727,86265,914928,0.05,71,701,Self-Employed,Approved,Active,02-05-2024,4574640,Average
99521498,65364,208449,0.02,68,682,Self-Employed,Defaulted,Closed,16-08-2024,416898,Average
10543291,89575,806502,0.01,91,686,Salaried,Rejected,Closed,17-05-2024,806502,Average
80972968,57722,768077,0.04,122,733,Salaried,Rejected,Active,06-06-2024,3072308,Average
91948363,45286,925338,0.01,325,362,Self-Employed,Rejected,Active,19-09-2024,925338,Poor
87128687,19643,579415,0.06,331,550,Salaried,Defaulted,Closed,04-12-2024,3476490,Poor
95137364,22929,925491,0.09,237,536,Self-Employed,Rejected,Closed,13-06-2024,8329419,Poor
68308729,35234,841225,0.02,318,481,Self-Employed,Approved,Active,18-02-2025,1682450,Poor
71362734,43141,51924,0.05,269,350,Self-Employed,Rejected,Closed,08-11-2024,259620,Poor
3451805,81696,632847,0.07,231,790,Salaried,Defaulted,Active,14-10-2024,4429929,Good
21197570,52677,193600,0.05,141,406,Self-Employed,Approved,Closed,15-05-2024,968000,Poor
96239866,18288,318377,0.02,151,389,Salaried,Approved,Closed,14-03-2025,636754,Poor
67038369,34624,515508,0.02,266,443,Salaried,Rejected,Active,24-09-2024,1031016,Poor
20030527,74110,893583,0.03,296,323,Salaried,Rejected,Closed,13-12-2024,2680749,Poor
23739557,22452,332773,0.05,58,620,Salaried,Defaulted,Closed,19-02-2025,1663865,Fair
18157427,85681,63705,0.08,353,416,Self-Employed,Defaulted,Closed,08-12-2024,509640,Poor
68752933,75300,107066,0.08,325,428,Salaried,Rejected,Closed,29-07-2024,856528,Poor
48069191,12460,287418,0.03,258,515,Self-Employed,Approved,Closed,22-04-2024,862254,Poor
96996431,58756,94917,0.01,323,432,Self-Employed,Defaulted,Active,30-05-2024,94917,Poor
20346897,17480,780906,0.06,113,323,Self-Employed,Defaulted,Closed,08-12-2024,4685436,Poor
50486038,72381,415654,0.04,239,416,Self-Employed,Approved,Closed,18-10-2024,1662616,Poor
48783682,17892,895480,0.07,323,719,Self-Employed,Rejected,Closed,20-01-2025,6268360,Average
91923396,13491,548808,0.01,310,694,Self-Employed,Approved,Active,15-08-2024,548808,Average
16895933,88191,407580,0.02,349,454,Self-Employed,Rejected,Closed,27-08-2024,815160,Poor
72711223,39527,285817,0.09,295,437,Self-Employed,Rejected,Active,02-01-2025,2572353,Poor
85870273,72796,801937,0.02,192,364,Salaried,Rejected,Closed,03-05-2024,1603874,Poor
34496634,49184,99982,0.04,293,358,Salaried,Defaulted,Closed,08-11-2024,399928,Poor
87867423,31293,770617,0.01,341,521,Self-Employed,Rejected,Closed,29-03-2025,770617,Poor
26399228,50451,948744,0.09,197,723,Self-Employed,Approved,Closed,21-07-2024,8538696,Average
58347137,69898,987915,0.06,50,605,Salaried,Approved,Closed,06-06-2024,5927490,Fair
55632341,73714,287080,0.08,340,593,Self-Employed,Defaulted,Active,15-12-2024,2296640,Fair
5021247,40401,675733,0.09,19,788,Self-Employed,Rejected,Active,04-10-2024,6081597,Good
7242514,29280,229343,0.04,26,584,Salaried,Defaulted,Closed,03-10-2024,917372,Fair
36643859,37444,823382,0.07,338,344,Self-Employed,Rejected,Active,10-06-2024,5763674,Poor
56577213,76404,605126,0.03,169,828,Salaried,Approved,Active,06-12-2024,1815378,Excellent
53607538,34952,766685,0.06,79,813,Salaried,Defaulted,Closed,15-08-2024,4600110,Excellent
25069204,33460,576344,0.08,134,613,Self-Employed,Rejected,Active,18-10-2024,4610752,Fair
5127316,44680,277566,0.01,92,486,Self-Employed,Approved,Closed,15-11-2024,277566,Poor
24732894,55487,724702,0.04,289,309,Self-Employed,Approved,Closed,10-07-2024,2898808,Poor
82049171,18383,325112,0.06,236,392,Salaried,Approved,Closed,19-03-2025,1950672,Poor
44955177,75944,310216,0.04,79,580,Salaried,Approved,Closed,20-12-2024,1240864,Fair
53379830,23540,117518,0.02,219,542,Salaried,Approved,Closed,05-04-2024,235036,Poor
50673448,44068,208340,0.08,267,834,Self-Employed,Rejected,Active,26-05-2024,1666720,Excellent
75047642,67631,623887,0.09,140,643,Self-Employed,Approved,Closed,29-06-2024,5614983,Fair
75904882,73527,809964,0.08,38,632,Self-Employed,Rejected,Active,21-09-2024,6479712,Fair
49631977,64588,496104,0.01,198,372,Self-Employed,Rejected,Closed,25-10-2024,496104,Poor
39946420,83883,373790,0.08,71,530,Self-Employed,Defaulted,Closed,08-01-2025,2990320,Poor
30166500,13603,407565,0.04,83,567,Self-Employed,Approved,Closed,11-03-2025,1630260,Poor
34041980,16810,187750,0.08,237,653,Salaried,Defaulted,Active,19-05-2024,1502000,Fair
21252109,56779,304348,0.01,262,690,Salaried,Approved,Active,01-03-2025,304348,Average
22688262,87429,307340,0.09,54,353,Self-Employed,Approved,Closed,12-02-2025,2766060,Poor
50268260,51214,265058,0.02,357,579,Self-Employed,Approved,Active,10-08-2024,530116,Poor
7833419,79884,512131,0.03,135,825,Self-Employed,Approved,Closed,29-07-2024,1536393,Excellent
7286324,54258,646364,0.05,212,844,Salaried,Rejected,Active,27-07-2024,3231820,Excellent
12885301,65466,279635,0.02,331,668,Self-Employed,Defaulted,Closed,01-01-2025,559270,Fair
98261497,27288,764724,0.06,149,605,Self-Employed,Rejected,Active,22-06-2024,4588344,Fair
67146678,11120,343582,0.02,64,424,Self-Employed,Defaulted,Closed,31-03-2025,687164,Poor
74196447,75405,656661,0.03,41,397,Self-Employed,Rejected,Active,29-04-2024,1969983,Poor
70497273,56421,108555,0.08,190,498,Self-Employed,Defaulted,Closed,10-07-2024,868440,Poor
5837518,88605,618059,0.04,98,575,Salaried,Defaulted,Active,11-06-2024,2472236,Poor
91659799,79764,902328,0.05,98,541,Self-Employed,Approved,Closed,10-01-2025,4511640,Poor
74268083,36464,608107,0.06,332,719,Self-Employed,Approved,Active,05-09-2024,3648642,Average
16277967,33638,399070,0.02,99,827,Salaried,Defaulted,Active,10-10-2024,798140,Excellent
4596729,70830,242051,0.04,319,590,Self-Employed,Rejected,Active,28-02-2025,968204,Fair
47802064,26824,71672,0.08,249,665,Salaried,Approved,Closed,08-02-2025,573376,Fair
87883067,62618,562671,0.08,53,662,Salaried,Rejected,Closed,12-11-2024,4501368,Fair
84994524,41430,427785,0.04,104,720,Self-Employed,Defaulted,Closed,05-11-2024,1711140,Average
40676986,56746,594460,0.05,176,555,Salaried,Defaulted,Active,08-02-2025,2972300,Poor
38833133,48345,317047,0.03,286,352,Salaried,Defaulted,Closed,26-02-2025,951141,Poor
22748994,38139,731711,0.07,252,350,Salaried,Defaulted,Closed,29-08-2024,5121977,Poor
41437476,32728,704808,0.01,108,373,Self-Employed,Defaulted,Closed,15-10-2024,704808,Poor
90863634,86649,69330,0.04,133,429,Self-Employed,Approved,Closed,13-06-2024,277320,Poor
82316831,74512,38135,0.03,314,468,Salaried,Approved,Active,02-04-2024,114405,Poor
55710392,85248,602646,0.07,66,409,Self-Employed,Defaulted,Closed,23-03-2025,4218522,Poor
57865027,68406,824785,0.06,121,753,Self-Employed,Approved,Active,19-05-2024,4948710,Good
60183893,32853,670487,0.09,267,749,Self-Employed,Approved,Active,14-09-2024,6034383,Good
80745501,25792,241366,0.06,79,474,Salaried,Approved,Active,27-08-2024,1448196,Poor
67718194,75811,70594,0.03,37,516,Salaried,Approved,Active,23-03-2025,211782,Poor
4241232,32220,809457,0.07,335,614,Salaried,Defaulted,Closed,19-12-2024,5666199,Fair
84903995,59763,484084,0.06,245,455,Self-Employed,Approved,Closed,08-05-2024,2904504,Poor
86683673,39144,841908,0.08,110,751,Salaried,Defaulted,Active,19-04-2024,6735264,Good
56569654,73619,764277,0.04,221,476,Self-Employed,Rejected,Active,17-10-2024,3057108,Poor
23490818,82316,967810,0.09,347,824,Self-Employed,Rejected,Active,25-06-2024,8710290,Excellent
36260709,49527,83993,0.01,275,378,Salaried,Defaulted,Closed,07-07-2024,83993,Poor
2512859,31426,368292,0.07,210,685,Self-Employed,Rejected,Closed,20-11-2024,2578044,Average
40503725,70707,604676,0.08,165,440,Self-Employed,Defaulted,Active,14-07-2024,4837408,Poor
56554955,65521,288543,0.01,86,648,Self-Employed,Approved,Active,02-07-2024,288543,Fair
62190275,44303,221464,0.01,325,370,Self-Employed,Defaulted,Closed,28-10-2024,221464,Poor
28517652,26542,740689,0.08,318,767,Self-Employed,Rejected,Closed,04-10-2024,5925512,Good
35946188,27599,823684,0.01,267,671,Salaried,Approved,Active,08-09-2024,823684,Average
21561481,62782,83433,0.05,189,842,Self-Employed,Defaulted,Closed,01-05-2024,417165,Excellent
28404505,58431,92589,0.06,188,696,Salaried,Approved,Closed,14-09-2024,555534,Average
18133786,50486,138170,0.02,85,762,Salaried,Defaulted,Active,10-07-2024,276340,Good
79028009,60488,857258,0.07,194,709,Salaried,Rejected,Active,31-07-2024,6000806,Average
9465672,62455,278081,0.05,115,570,Salaried,Approved,Closed,24-02-2025,1390405,Poor
75627980,12199,760761,0.02,224,685,Self-Employed,Rejected,Active,08-01-2025,1521522,Average
63497542,73657,887741,0.01,167,686,Salaried,Defaulted,Closed,30-01-2025,887741,Average
94410325,89819,687494,0.02,91,438,Self-Employed,Rejected,Closed,14-02-2025,1374988,Poor
96183016,13518,335084,0.07,90,706,Self-Employed,Rejected,Active,09-07-2024,2345588,Average
83551921,31939,713999,0.04,296,691,Self-Employed,Defaulted,Closed,03-07-2024,2855996,Average
95205196,86650,158163,0.09,323,325,Salaried,Rejected,Active,21-11-2024,1423467,Poor
98919010,61050,390883,0.08,274,771,Salaried,Defaulted,Active,08-10-2024,3127064,Good
11029518,55192,786337,0.06,94,307,Self-Employed,Approved,Closed,26-12-2024,4718022,Poor
37169980,85718,666412,0.08,94,312,Salaried,Rejected,Active,10-01-2025,5331296,Poor
46780943,68932,922034,0.06,196,311,Self-Employed,Rejected,Closed,16-09-2024,5532204,Poor
38597619,66066,174322,0.03,309,828,Salaried,Defaulted,Active,17-09-2024,522966,Excellent
5371627,37491,21210,0.06,83,544,Self-Employed,Defaulted,Active,13-06-2024,127260,Poor
72862147,45020,427930,0.06,301,403,Self-Employed,Rejected,Closed,20-03-2025,2567580,Poor
86633440,88105,413767,0.06,312,322,Salaried,Defaulted,Active,23-06-2024,2482602,Poor
76535781,38371,133093,0.01,274,320,Salaried,Rejected,Closed,10-01-2025,133093,Poor
16364829,63081,30508,0.04,244,830,Salaried,Defaulted,Closed,14-01-2025,122032,Excellent
94920946,49088,610961,0.02,324,818,Self-Employed,Approved,Closed,03-09-2024,1221922,Excellent
56135522,70506,951082,0.07,139,644,Self-Employed,Defaulted,Closed,18-04-2024,6657574,Fair
24337797,24362,219250,0.02,28,759,Salaried,Rejected,Closed,20-05-2024,438500,Good
51766294,18406,321840,0.08,347,604,Salaried,Defaulted,Active,17-09-2024,2574720,Fair
52396113,79020,569927,0.07,57,620,Self-Employed,Approved,Closed,08-07-2024,3989489,Fair
10851812,61363,670104,0.09,269,845,Salaried,Defaulted,Closed,25-03-2025,6030936,Excellent
79536621,61096,104904,0.09,54,476,Salaried,Rejected,Closed,09-02-2025,944136,Poor
53831118,49923,506439,0.09,39,582,Salaried,Approved,Active,26-03-2025,4557951,Fair
87388773,81133,319291,0.09,158,352,Salaried,Approved,Active,07-03-2025,2873619,Poor
8501669,21093,68132,0.07,205,335,Self-Employed,Rejected,Closed,24-01-2025,476924,Poor
28681123,17869,263870,0.05,128,597,Self-Employed,Rejected,Closed,01-02-2025,1319350,Fair
89534247,46788,853779,0.07,168,826,Self-Employed,Rejected,Active,05-01-2025,5976453,Excellent
97584780,54135,592296,0.05,53,827,Salaried,Defaulted,Active,07-02-2025,2961480,Excellent
51706742,16379,463937,0.09,298,758,Salaried,Rejected,Active,23-02-2025,4175433,Good
54093939,68920,179003,0.02,77,678,Salaried,Defaulted,Closed,19-02-2025,358006,Average
56816870,61446,525157,0.06,244,455,Self-Employed,Rejected,Active,21-04-2024,3150942,Poor
33386351,43833,489146,0.02,331,604,Self-Employed,Rejected,Closed,13-06-2024,978292,Fair
31398570,49348,268125,0.05,146,846,Salaried,Defaulted,Closed,15-02-2025,1340625,Excellent
15519158,24156,914374,0.02,235,519,Self-Employed,Rejected,Active,06-11-2024,1828748,Poor
29201009,22375,708803,0.07,144,801,Salaried,Defaulted,Closed,18-06-2024,4961621,Excellent
63905045,88088,525977,0.06,48,836,Salaried,Rejected,Closed,13-07-2024,3155862,Excellent
28274579,62235,189884,0.01,169,634,Salaried,Approved,Closed,03-10-2024,189884,Fair
77452189,32308,344107,0.09,200,546,Salaried,Approved,Closed,04-01-2025,3096963,Poor
45836136,49601,347347,0.02,64,610,Self-Employed,Defaulted,Closed,08-03-2025,694694,Fair
89443428,24252,947923,0.06,174,792,Salaried,Rejected,Active,13-03-2025,5687538,Good
43543076,82664,128027,0.03,339,828,Self-Employed,Defaulted,Active,18-01-2025,384081,Excellent
39130628,78376,452234,0.06,161,388,Self-Employed,Approved,Active,19-01-2025,2713404,Poor
94894605,57822,769517,0.03,261,556,Self-Employed,Defaulted,Active,30-09-2024,2308551,Poor
45603141,22587,55844,0.07,126,518,Self-Employed,Defaulted,Closed,03-09-2024,390908,Poor
55162826,52182,822655,0.04,339,690,Self-Employed,Rejected,Active,03-11-2024,3290620,Average
92499557,75465,808198,0.08,182,800,Self-Employed,Rejected,Closed,06-01-2025,6465584,Excellent
58216397,12069,766508,0.03,70,559,Self-Employed,Defaulted,Closed,10-09-2024,2299524,Poor
25808599,20325,599118,0.03,331,827,Self-Employed,Approved,Closed,06-05-2024,1797354,Excellent
94621363,16573,135193,0.09,32,551,Salaried,Defaulted,Active,16-01-2025,1216737,Poor
53389201,88841,83843,0.09,336,844,Self-Employed,Defaulted,Active,24-10-2024,754587,Excellent
7033680,84781,33658,0.07,200,422,Salaried,Defaulted,Active,11-12-2024,235606,Poor
10417172,65105,585640,0.04,106,526,Salaried,Defaulted,Active,06-11-2024,2342560,Poor
30003761,19930,995288,0.01,102,631,Self-Employed,Rejected,Active,14-03-2025,995288,Fair
55871091,35555,770317,0.04,114,617,Salaried,Approved,Active,28-07-2024,3081268,Fair
88939782,12608,516970,0.03,304,498,Salaried,Rejected,Active,12-09-2024,1550910,Poor
72378526,47954,734641,0.07,25,733,Self-Employed,Approved,Closed,23-09-2024,5142487,Average
18409743,41910,246808,0.04,280,393,Salaried,Approved,Active,13-03-2025,987232,Poor
77658507,72815,398352,0.04,32,783,Salaried,Approved,Active,03-08-2024,1593408,Good
69442863,67026,109623,0.01,26,304,Self-Employed,Approved,Active,04-09-2024,109623,Poor
17447244,37633,822639,0.03,269,364,Self-Employed,Defaulted,Active,19-02-2025,2467917,Poor
65289660,75164,663893,0.05,109,393,Self-Employed,Rejected,Closed,16-08-2024,3319465,Poor
74110331,67094,322716,0.06,74,841,Self-Employed,Approved,Active,11-09-2024,1936296,Excellent
29252280,17714,704361,0.01,356,429,Self-Employed,Rejected,Active,20-05-2024,704361,Poor
72585628,44138,536570,0.01,44,733,Salaried,Defaulted,Closed,10-06-2024,536570,Average
74887477,68258,862320,0.05,263,363,Self-Employed,Approved,Closed,08-09-2024,4311600,Poor
48673703,10122,741052,0.05,182,403,Self-Employed,Rejected,Closed,19-01-2025,3705260,Poor
90480332,47289,520175,0.08,306,354,Self-Employed,Defaulted,Active,09-11-2024,4161400,Poor
3919928,74147,796988,0.03,291,779,Salaried,Approved,Active,21-05-2024,2390964,Good
94289018,54870,94195,0.07,206,820,Self-Employed,Defaulted,Active,26-07-2024,659365,Excellent
61044944,59663,745410,0.04,262,525,Salaried,Defaulted,Active,26-03-2025,2981640,Poor
17864465,38107,812959,0.02,81,781,Salaried,Approved,Active,07-04-2024,1625918,Good
9156876,23961,787846,0.01,264,774,Self-Employed,Approved,Closed,16-04-2024,787846,Good
55881794,83763,328754,0.09,245,354,Salaried,Approved,Closed,07-03-2025,2958786,Poor
14041046,24021,960606,0.05,98,560,Salaried,Approved,Active,24-02-2025,4803030,Poor
53316835,14651,869840,0.06,282,664,Self-Employed,Rejected,Closed,01-01-2025,5219040,Fair
7515572,22271,567073,0.09,198,618,Self-Employed,Defaulted,Closed,30-04-2024,5103657,Fair
3017661,12905,58268,0.07,97,628,Self-Employed,Defaulted,Active,20-05-2024,407876,Fair
23023248,64097,644375,0.03,26,356,Salaried,Rejected,Active,08-06-2024,1933125,Poor
71786331,60716,334224,0.06,17,469,Salaried,Rejected,Closed,14-06-2024,2005344,Poor
80491341,85674,415406,0.08,291,770,Self-Employed,Approved,Active,20-08-2024,3323248,Good
31294408,80616,408505,0.08,241,431,Salaried,Defaulted,Closed,11-11-2024,3268040,Poor
97732592,12936,959793,0.01,139,507,Self-Employed,Defaulted,Active,11-01-2025,959793,Poor
97967758,41041,345857,0.02,157,668,Self-Employed,Rejected,Active,08-06-2024,691714,Fair
65291144,73126,929795,0.03,33,378,Self-Employed,Defaulted,Active,14-08-2024,2789385,Poor
25821353,77874,66913,0.04,157,764,Salaried,Approved,Closed,07-08-2024,267652,Good
83217246,66086,611272,0.05,64,675,Salaried,Defaulted,Closed,16-02-2025,3056360,Average
17022812,31838,829541,0.01,277,766,Salaried,Approved,Active,16-11-2024,829541,Good
60241076,62761,876717,0.05,330,633,Self-Employed,Rejected,Closed,01-12-2024,4383585,Fair
14952637,14379,230794,0.05,216,446,Self-Employed,Rejected,Closed,03-10-2024,1153970,Poor
60294441,45396,306699,0.08,266,526,Self-Employed,Rejected,Active,11-07-2024,2453592,Poor
88579417,61273,503934,0.05,316,391,Salaried,Rejected,Active,13-01-2025,2519670,Poor
54944258,72342,372167,0.05,352,537,Salaried,Approved,Active,23-11-2024,1860835,Poor
